SCHM_CODE|DEL_FLG|SCHM_DESC|SYST_GEN_ACCT_NUM_FLG|ACCT_PREFIX|NEXT_ACCT_NUM_PREFIX|ACCT_OPN_FORM_NAME|ACCT_CLS_FORM_NAME|INT_PAID_BACID|INT_COLL_BACID|SERV_CHRG_BACID|TURNOVER_FREQ_TYPE|TURNOVER_FREQ_WEEK_NUM|TURNOVER_FREQ_WEEK_DAY|TURNOVER_FREQ_START_DD|TURNOVER_HLDY_STAT|TURNOVER_RCRE_DATE|GL_SUB_HEAD_CODE|TRAN_RPT_CODE_FLG|TRAN_REF_NUM_FLG|CHQ_ALWD_FLG|ACCT_TURNOVER_DET_FLG|SCHM_SUPR_USER_ID|TOT_MOD_TIMES|SERV_CHRG_COLL_FLG|BACK_DATE_TRAN_EXCP_CODE|VAL_DATE_TRAN_EXCP_CODE|INVALID_INSTRMNT_EXCP_CODE|STALE_INSTRMNT_EXCP_CODE|ACCT_FREZ_EXCP_CODE|ACCT_IN_DR_BAL_EXCP_CODE|ACCT_IN_CR_BAL_EXCP_CODE|CHQ_STOP_EXCP_CODE|CHQ_CAUTN_EXCP_CODE|CHQ_NOT_ISSU_EXCP_CODE|INVALID_RPT_CODE_EXCP_CODE|CLG_TRAN_EXCP_CODE|CASH_TRAN_EXCP_CODE|XFER_TRAN_EXCP_CODE|EMP_OWN_ACCT_EXCP_CODE|OVERRIDE_DEF_EXCP_CODE|INTROD_NOT_CUST_EXCP_CODE|INTROD_NEW_CUST_EXCP_CODE|CHQ_NOT_ALWD_EXCP_CODE|SI_PRE_FIX_CHRG_EXCP_CODE|DR_AGAINST_CC_EXCP_CODE|CLS_PEND_INT_EXCP_CODE|CLS_PEND_SI_EXCP_CODE|CLS_PEND_CC_EXCP_CODE|CLS_PEND_CHQ_EXCP_CODE|ACCT_OPN_MATRIX_EXCP_CODE|MEMO_PAD_EXISTS_EXCP_CODE|SANCT_LIM_EXP_EXCP_CODE|SANCT_EXCEED_LIM_EXCP_CODE|LIAB_EXCEED_GROUP_LIM_EXCP|ACCT_MAINT_FORM_NAME|OFTI_SCHM_RTN_NAME|MINOR_CHQ_ISSU_EXCP_CODE|NEW_ACCT_DURATION|DORM_ACCT_CRITERIA|MIN_POSTING_WORKCLASS|SCHM_TYPE|INT_PAID_FLG|INT_COLL_FLG|STAFF_SCHM_FLG|NRE_SCHM_FLG|MERGE_INT_PTRAN_FLG|LCHG_USER_ID|RCRE_USER_ID|LCHG_TIME|RCRE_TIME|MICR_CHQ_CHRG_BACID|INSUFF_AVAIL_BAL_EXCP_CODE|FD_CR_BACID|FD_DR_BACID|FX_TRAN_FLG|STP_CR_DR_IND|FCNR_FLG|INT_PANDL_BACID|PARKING_BACID|INT_PAID_COLL_CRNCY_FLG|CASH_WD_WO_CHQ_EXCP_CODE|ACCT_NAME_CHANGED_EXCP_CODE|XFER_IN_INT_DETAILS_FLG|ACCT_REFERENCE_EXCP_CODE|DR_OPER_ACCT_IF_NO_BAL_FLG|INT_DR_CUST_DIFF_EXCP_CODE|INT_CR_CUST_DIFF_EXCP_CODE|ISO_USER_TOD_GRNT_EXCP_CODE|ISO_AUTO_TOD_GRNT_EXCP_CODE|INTER_SOL_CLOSURE_ALWD_FLG|LEVY_TAX_PCNT_1|LEVY_TAX_PCNT_2|LEVY_TAX_PCNT_3|LEVY_TAX_DESC_1|LEVY_TAX_DESC_2|LEVY_TAX_DESC_3|LEVY_TAX_BACID_1|LEVY_TAX_BACID_2|LEVY_TAX_BACID_3|LEVY_TAX_MERGE_PTRAN_FLG|PEG_INT_FOR_AC_FLG|MOD_OF_PEG_INT_ALLOWED_FLG|PEG_REVIEW_PREF_FROM_CUST|DFLT_INT_PAR_CHNG_EXCP_CODE|CLS_PEND_REVERSAL_EXCP_CODE|CHQ_ISSUED_ACK_EXCP_CODE|ACCT_CLOSURE_CHRG_DAYS|ACCT_CLOSURE_CHRG_MNTHS|ACCT_MAINT_PERIOD|MIN_COMMIT_CHRG_UTIL_PCNT|COMMIT_CALC_METHOD|INACTIVE_ACCT_CHRG_DAYS|INACTIVE_ACCT_CHRG_MNTHS|DORMANT_ACCT_CHRG_DAYS|DORMANT_ACCT_CHRG_MNTHS|PARTITION_MANDATORY_FLG|BOOK_TRAN_SCRIPT|INTCALC_TRAN_SCRIPT|ADVANCE_INT_BACID|TDS_PARKING_BACID|PENAL_PANDL_BACID|DFLT_CLG_TRAN_CODE|DFLT_INST_TYPE|CHQ_UNUSABLE_EXCP_CODE|INT_PANDL_BACID_CR|INT_PANDL_BACID_DR|BEL_MIN_BAL_EXCP_CODE|PEN_CHRG_NCALC_EXCP_CODE|INT_FREQ_TYPE_CR|INT_FREQ_WEEK_NUM_CR|INT_FREQ_WEEK_DAY_CR|INT_FREQ_START_DD_CR|INT_FREQ_HLDY_STAT_CR|INT_FREQ_TYPE_DR|INT_FREQ_WEEK_NUM_DR|INT_FREQ_WEEK_DAY_DR|INT_FREQ_START_DD_DR|INT_FREQ_HLDY_STAT_DR|PD_GL_SUB_HEAD_CODE|PD_INT_CALC_EXCP_CODE|PD_DR_TRAN_EXCP_CODE|LIM_LEVEL_INT_FLG|EEFC_FLG|TS_CNT|CS_SCHM_MESG1|CS_SCHM_MESG2|PS_FREQ_TYPE|PS_FREQ_WEEK_NUM|PS_FREQ_WEEK_DAY|PS_FREQ_START_DD|PS_FREQ_HLDY_STAT|AUTO_RENEWAL_PERIOD_FLG|PRODUCT_GROUP|PRINCIPAL_LOSSLINE_BACID|RECOVER_LOSSLINE_BACID|CHRGE_OFF_BACID|DEALER_CONTR_BACID|INT_WAIVER_BACID|DAILY_COMP_INT_FLG|QIS_INT_FLG|STOCK_INT_FLG|UNVERIFIED_SPP_EXCP_CODE|OVDU_INT_PAID_BACID|OVDU_INT_PANDL_BACID_CR|COMP_DATE_FLG|DISC_RATE_FLG|START_DATE|END_DATE|SET_ID|CS_SCHM_NATL_MESG1|CS_SCHM_NATL_MESG2|STP_DR_INT_RECALC|STP_CR_INT_RECALC|FIXEDTERM_MNTHS|FIXEDTERM_YEARS|REPRICING_PLAN|REPRICING_FREQ_MNTHS|REPRICING_FREQ_DAYS|REPRICING_YEAR_IND|FLOAT_INT_TBL_CODE|REPRICING_EXCP_CODE|FLOAT_REPRICING_FREQ_MNTHS|FLOAT_REPRICING_FREQ_DAYS|SCRIPT_VALUE_DATE_EXCP_CODE|CUST_MIN_AGE|CUST_MAX_AGE|AGE_RANGE_EXCP_CODE|SCHM_SHORT_NAME|PREF_LANG_CODE|PREF_LANG_SCHM_DESC|PREF_LANG_SCHM_SHORT_NAME|TENOR_IND_FLG|RULE_CODE|SECURED_FLG|LOOKBACK_PERD_FOR_PASTDUE|BANK_ID|NEGATIVE_LIEN_EXCP_CODE|CHQ_REJECT_EXCP_CODE|PEN_COLL_FLG|SYN_AGENT_SCHEME|PEN_COLL_BACID|PRODUCT_CONCEPT|ACCT_LINKED_INVT_ID_EXCP_CODE|PENAL_INT_COLL_BACID|PAST_DUE_INT_COLL_BACID|PAST_DUE_PENAL_INT_COLL_BACID|SCHM_NATURE|PS_FREQ_CAL_BASE|ADDITIONAL_CAL_BASE|INT_FREQ_CAL_BASE_CR|INT_FREQ_CAL_BASE_DR|MUD_POOL_PROD_FLG|ALT1_SCHM_SHORT_NAME|ALT1_SCHM_DESC|PRODUCT_SRL_NUM|PRODUCT_ID|ISLAMIC_PRODUCT_TYPE|PRODUCT_TYPE|INT_COMPOUNDING_FRQ_CR|INT_COMPOUNDING_REST_FLG_CR|DISC_RATE_FLG_CR|KONFORMNA_FLG|OVERIDE_DEF_MIN_BAL_PARAM_EXCP|CHQ_PROV_BY_BANK_FLG|PRODUCT_CODE|INT_FREQ_MONTHS_DR|INT_FREQ_DAYS_DR
PLEDV|N|EDUVANZ SAL REG PL  UPTO 15 LACS|Y|80|ACNUM|lafe3201|lafe3250||162030045PLGEN||||0|0||||N|N|N|N||0||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||10145|C5206|2018-10-23 15:51:36.0|2018-10-23 15:51:19.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130071PLSL1|||||411060070PLSL1|||||0|0||||0|0||14735|GC4|GD4||N|1|||||0|0||||149990070PLSL1|420190003|147350001PLSL1||411069998||||||||N|2018-09-12 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|M|12|0|A||IK2|0|0||21|65||PLEDV|||PERSONAL LOAN|||N|0|01||||N|162050045PLGEN||||162080045PLGEN|162130045PLGEN|N||00|||||||||P||||N||||0|0
SBLED|N|EDUVANZ SELF EMP REG SBL  UPTO 15 LACS|Y|80|ACNUM|lafe3201|lafe3250||162030045PLGEN||||0|0||||N|N|N|N||0||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||10145|C5206|2018-10-23 16:35:04.0|2018-10-23 16:34:15.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130071PLSL1|||||411060070PLSL1|||||0|0||||0|0||14735|GC4|GD4||N|1|||||0|0||||149990070PLSL1|420190003|147350001PLSL1||411069998||||||||N|2018-09-12 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|M|12|0|A||IK2|0|0||21|65||SBLED|||PERSONAL LOAN|||N|0|01||||N|162050045PLGEN||||162080045PLGEN|162130045PLGEN|N||00|||||||||P||||N||||0|0
CAABP|N|ADITYA BIRLA PAYMENT BANK CURRENT ACCOUNT|Y|40|ACNUM|odfe3201|odfe3250||162020131CAABP|424020020|M||0|1|N|||N|N|N|Y||1|Y|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||||CH2|GH5||CG2|CA2||CJ3|CK3|CL3|CM3|CN1||GY1|GO2|GP2|GA2|odff0001|SB_ofti_schm_rtn|CC2|6|0|011|ODA|N|Y|N|N|Y|06728|10245|2018-04-25 16:36:42.0|2018-04-25 14:01:35.0||GB3|||Y||N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS2|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0||||||411120074CAABP|29||||411050104CAABP||GB6|||0|0||M||0|31|P|14562|GC6|GD4|N|N|2|||M||0|31|P||GENER|149970013|420190001|146420001CAABP|||M|N|N|CR3|||M|N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|0088|||N|N|0|0||0|0||||0|0|GE6|18|999||CAABP|INFENG|ADITYA BIRLA PAYMENT BANK CURRENT ACCOUNT||||N|180|01|GG4||||162040131CAABP||||162070131CAABP|162120131CAABP|N||00|||||||||||||||N||0|0
SBABP|N|ADITYA BIRLA PAYMENT BANK SAVINGS ACCOUNT|Y|30|ACNUM|odfe3201|odfe3250|253210024SBABP|162020132SBABP|424020020|M||0|1|N|||N|N|N|Y||0|Y|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||||CH2|GH5||CG2|CA3||CS3|CK3|CL3|CM3|CN1|GL2|GY1||||odff0001|SB_ofti_schm_rtn|CC2|6|0|011|ODA|Y|Y|N|N|Y|06728|10245|2018-04-25 17:11:53.0|2018-04-25 14:13:40.0||GB3|||Y||N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS2|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0||||||411120075SBABP|31|CHQ||311010111SBABP|411050105SBABP||GB6|Q||0|31|P|M||0|31|P|14550|||N|N|1|||Q||0|31|P||GENER|149970001SBGEN|420190001|146430001SBABP||||N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|0088|||N|N|0|0||0|0||||0|0|GE6|18|999|GF5|SBABP|INFENG|ADITYA BIRLA PAYMENT BANK SAVINGS ACCOUNT||||N|180|01|GG5||||162040132SBABP||||162070132SBABP|162120132SBABP|N||00|||||||||||||||N||0|0
CRRSA|N|RESIDENT SAVINGS ACCOUNT - CRYSTALLIZATION|Y|30|ACNUM|odfe3201|odfe3250|253210001SBGEN|162020001SBGEN|424020020|M||0|1|N|||N|N|N|Y||0|Y|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||||CH2|GH5||CG2|CA3||CS3|CK3|CL3|CM3|CN1|GL2|GY1||||odff0001|SB_ofti_schm_rtn|CC2|6|0|011|ODA|Y|Y|N|N|Y|12610|10245|2018-09-18 15:56:18.0|2018-09-18 14:30:59.0||GB3|||Y||N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS2|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0||||||411120043SBGEN|31|CHQ||311010126CRRSA|411050001SBGEN||GB6|Q||0|31|P|M||0|31|P|14550|||N|N|1|||Q||0|31|P||GENER|149970001SBGEN|420190001|145280001CRRSA||||N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|0|999|GF5|CRRSA|INFENG|RESIDENT SAVINGS ACCOUNT - CRYSTALLIZATION||||N|180|01|GG5||||162040011SBGEN||||162070030|162120011SBGEN|N||00|||||||||||||||N||0|0
SGMSE|N|SAGGRAHA  MSE UNSECURED LOANS|Y|80|ACNUM|lafe3201|lafe3250||162030068BLSME||||0|0||||N|N|N|N||2||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||10145|C5206|2019-05-14 16:35:18.0|2018-09-20 09:44:47.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130069BLSME|||||411060068BLSME|||||0|0||||0|0||14734|GC4|GD4||N|3|||||0|0||||149990068BLSME|420190003|147340001BLSME||411069998||||||||N|2018-08-31 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|F|0|0|A||IK2|0|0||21|65||SGMSE||||||N|0|01||||N|162050068BLSME||||162080068BLSME|162130068BLSME|N||00|||||||||O||||N||||0|0
CRRCA|N|CURRENT ACCOUNT - CRYSTALLIZATION|Y|40|ACNUM|odfe3201|odfe3250||162020017CARVF|424020020|M||0|1|N|||N|N|N|Y||0|Y|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||||CH2|GH5||CG2|CA2||CJ3|CK3|CL3|CM3|CN1||GY1|GO2|GP2|GA2|odff0001|SB_ofti_schm_rtn|CC3|6|0|011|ODA|N|Y|N|N|Y|12409|10245|2018-09-24 16:23:10.0|2018-09-24 15:52:15.0||GB3|||Y||N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS2|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0||||||411120017CARVF|29|CHQ|||411050036CARVF||GB6|||0|0||M||0|31|P|14566|GC6|GD4|N|N|1|||M||0|31|P||GENER|149970017CARVF|420190001|146650001CRRCA||||N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|0|0||CRRCA|INFENG|CURRENT ACCOUNT - CRYSTALLIZATION||||N|180|01|GG4||||162040027CARVF||||162070017CARVF|162120044CARVF|N||00|||||||||||||||N||0|0
MIDRB|N|MIBOR DEPOSITS. RIP - BANK|Y|70|ACNUM|tdfe3201|tdfe3250|253220128RIDBA|||||0|0||||N|N|N|N||3|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|N|N|N|10245|10245|2018-12-03 16:32:47.0|2018-11-14 12:17:16.0|||||N|D|N||164010002|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||N|||GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020126MIDRB||||||0|0||||0|0||||||N|4|||||0|0||O|||||||N|N|N||253220127RIDBA|311030064RIDBA|||2018-11-14 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|0|GF5|MIDRB||MIBOR DEPOSITS. RIP - BANK||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
MDQAB|N|MIBOR DEPOSITS. QIP ANNIVERSARY - BANK|Y|70|ACNUM|tdfe3201|tdfe3250|253220094QDBNK|||||0|0||||N|N|N|N||1|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|N|N|N|10245|10245|2018-12-03 16:33:29.0|2018-11-14 12:34:32.0|||||N|D|N||164010002|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||N|||GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020127MDQAB||||||0|0||||0|0||||||N|2|||||0|0||O|||||||N|N|N||253220100QDBNK|311030051QDBNK|||2018-11-14 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|0|GF6|MDQAB||MIBOR DEPOSITS. QIP ANNIVERSARY - BANK||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
MDMAB|N|MIBOR DEPOSITS. MIP ANNIVERSARY - BANK|Y|70|ACNUM|tdfe3201|tdfe3250|253220093MIPAB|||||0|0||||N|N|N|N||1|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|N|N|N|10245|10245|2018-12-03 16:33:49.0|2018-11-14 12:44:34.0|||||N|D|N||164010002|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||N|||GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020128MDMAB||||||0|0||||0|0||||||N|2|||||0|0||O|||||||N|N|N||253220099MIPAB|311030050MIPAB|||2018-11-14 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|0||MDMAB||MIBOR DEPOSITS. MIP ANNIVERSARY - BANK||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
3ALNS|N|SCHEME NOT IN USE|Y|80|ACNUM|lafe3201|lafe3250||162030039HLGEN||||0|0||||N|N|N|N||3||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|B||07296|C5206|2019-01-25 12:08:13.0|2019-01-14 11:28:24.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130039HLGEN|||||411060039HLGEN|||||0|0||||0|0||14708|GC4|GD4||N|4|||||0|0||||149990039HLGEN|420190003|147080001HLGEN||411069998||||||||N|2017-11-01 00:00:00.0|2019-01-25 00:00:00.0|ALL|||||0|0|M|12|0|A||IK2|0|0||18|80||3ALNS|||HOME LOAN|||Y|0|01||||N|162050039HLGEN||||162080039HLGEN|162130039HLGEN|N||00|||||||||M||||N||||0|0
PLCFL|N|PIL  CAPITAL FLOAT PL CROSS SELL|Y|80|ACNUM|lafe3201|lafe3250||162030045PLGEN||||0|0||||N|N|N|N||0||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||07296|C5206|2019-01-25 12:56:21.0|2019-01-25 12:55:57.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130071PLSL1|||||411060070PLSL1|||||0|0||||0|0||14735|GC4|GD4||N|1|||||0|0||||149990070PLSL1|420190003|147350001PLSL1||411069998||||||||N|2019-01-25 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|M|12|0|A||IK2|0|0||21|60||PLCFL|||PERSONAL LOAN|||N|0|01||||N|162050045PLGEN||||162080045PLGEN|162130045PLGEN|N||00|||||||||P||||N||||0|0
TDNSC|N|31 DAYS NOTICE SHORT TERM - CORPORATE|Y|70|ACNUM|tdfe3201|tdfe3250|253220132STINT|||||0|0||||N|N|N|N||3|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|N|N|N|12577|10772|2019-02-22 18:07:32.0|2019-02-22 17:27:52.0|||||N|D|N||164010001|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020137TDNSC||||||0|0||||0|0||||||N|4|||||0|0||O|||||||N|N|N||253220138STINT|311030128TDNSC|||2019-02-22 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|999||SHORT TERM-CORP||31 DAYS NOTICE SHORT TERM - CORPORATE||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
POANE|N|NRE POA ACCOUNT|Y|30|ACNUM|odfe3201|odfe3250|253210005SBNRE|162020011SBNRE|424020020|M||0|1|N|||N|N|Y|Y||1|Y|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||||CH2|GH5||CG2|CA3||CS3|CK3|CL3|CM3|CN1|GL2|GY1||||odff0001|SB_ofti_schm_rtn|CC2|6|0|011|ODA|Y|Y|N|Y|Y|13727|10245|2019-03-06 15:40:43.0|2019-03-06 13:47:23.0||GB3|||Y||N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS3|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0||||||411120143POANE|31|CHQ||311010005SBNRE|411050131POANE||GB6|Q||0|31|P|M||0|31|P|14560|||N|N|2|||Q||0|31|P||GENER||420190001|146670001POANE||||N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|0|0|GF5|POANE|INFENG|NRE POA ACCOUNT||||N|180|01|GG5||||162040021SBNRE||||162070034SBNRE|162120021SBNRE|N||00|||||||||||||||Y||0|0
SECR1|N|SECURED BUSINESS LOAN  RESTRUCTURED TERM LOAN|Y|80|ACNUM|lafe3201|lafe3250||162030032LAPRP||||0|0||||N|N|N|N||8||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||C1685|07296|2019-09-24 15:55:22.0|2019-03-29 11:45:24.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130032LAPRP|||||411060032LAPRP|||||0|0||||0|0||14701|GC4|GD4||N|9|||||0|0||||149990032LAPRP|420190003|147010001LAPRP||411069998||||||||N|2011-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|M|3|0|A||IK2|0|0||18|70||SECR1||SECURED BUSINESS LOAN  RESTRUCTURED TERM LOAN|RESTRUCTURED TL|||Y|0|01||||N|162050032LAPRP||||162080032LAPRP|162130032LAPRP|N||00|||||||||R||||N||||0|0
SECR2|N|SECURED BUSINESS LOAN RESTRUCTURED OD LOAN|Y|60|ACNUM|odfe3201|odfe3250||162020052ODLAP|424020020|M||0|31|P|||N|N|Y|Y||6|Y|GI3|GJ2||GE3|GF3|||CD3||CB3|||||CH3||||||CJ3|CK3|CL2|CM3|CN2||GY1|GO2|GP2|GA2|odff0001|SB_ofti_schm_rtn||0|0|011|ODA|N|Y|N|N|N|C1685|07296|2019-09-24 15:59:13.0|2019-03-29 11:54:59.0||GB3|||N||N|||A|GQ1|GD2||GR3|Y|GG2|GH2|GS2|GT2|N|0|0|0||||||||Y|Y|N|GZ2|CO3||0|6||99.99||0|0|0|0||||||411120036ODLAP|29|CHQ|CQ3||411050051ODLAP|||||0|0||M||0|31|P|14571|GC4|GD4|N|N|7|||M||0|31|N||GENER|149970057ODLAP|420190001|145710001ODLAP|||N|N|N|CR3||||N|2011-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0||18|70|GF6|SECR2|INFENG|SECURED BUSINESS LOAN RESTRUCTURED OD LOAN|RESTRUCTURED OD|||Y|180|01|GG5||||162040050ODLAP|OD|||162070047ODLAP|162120049ODLAP|N||00|||||||||||||||Y||0|0
RERRA|N|RERA RESTRICT ACCESS|Y|40|ACNUM|odfe3201|odfe3250|||424020020|M||0|1|N|||N|N|N|Y||1|Y|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||||CH2|GH5||CG2|CA2||CJ3|CK3|CL3|CM3|CN1||GY1|GO2|GP2|GA2|odff0001|SB_ofti_schm_rtn|CC3|0|0|011|ODA|N|N|N|N|Y|13727|06728|2019-04-25 18:55:07.0|2019-03-29 18:07:11.0||GB3|||Y||N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS2|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0||||||411120126ESCRW|29||||411050126ESCRW||GB6|||0|0||M||0|31|P|14956|GC6|GD4|N|N|2|||M||0|31|P||GENER|149970126ESCRW|420190001|149560001RERRA||||N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|0|0||RERRA|INFENG|||||N|180|01|GG4||||162040126ESCRW||||162070126ESCRW|162120126ESCRW|N||00|||||||||||||||N||0|0
SMMSE|N|SHIKHAR  MSE UNSECURED LOANS|Y|80|ACNUM|lafe3201|lafe3250||162030068BLSME||||0|0||||N|N|N|N||1||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||10145|C5206|2019-05-14 16:49:18.0|2019-04-18 11:36:59.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130069BLSME|||||411060068BLSME|||||0|0||||0|0||14734|GC4|GD4||N|2|||||0|0||||149990068BLSME|420190003|147340001BLSME||411069998||||||||N|2019-02-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|F|0|0|A||IK2|0|0||21|65||SMMSE||||||N|0|01||||N|162050068BLSME||||162080068BLSME|162130068BLSME|N||00|||||||||O||||N||||0|0
HLDAI|N|HOME LOAN  IHFL DIRECT ASSIGNMENT|Y|80|ACNUM|lafe3201|lafe3250||162030039HLGEN||||0|0||||N|N|N|N||4||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|B||C1685|C5206|2019-09-24 15:55:46.0|2019-01-11 12:47:36.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130039HLGEN|||||411060039HLGEN|||||0|0||||0|0||14708|GC4|GD4||N|5|||||0|0||||149990039HLGEN|420190003|147080001HLGEN||411069998||||||||N|2018-12-30 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|M|3|0|A||IK2|0|0||18|70||HLDAI|||HOME LOAN|||Y|0|01||||N|162050039HLGEN||||162080039HLGEN|162130039HLGEN|N||00|||||||||M||||N||||0|0
