ACID|ENTITY_CRE_FLG|DEL_FLG|CHRGE_OFF_DATE|CHRGE_OFF_PRINCIPAL|PENDING_INTEREST|PRINCIPAL_RECOVERY|INTEREST_RECOVERY|DATE_NON_ACCRUE|INT_SUSPENSE_AMT|PENAL_INT_SUSPENSE_AMT|LCHG_USER_ID|LCHG_TIME|RCRE_USER_ID|RCRE_TIME|TS_CNT|REASON_CODE|ACCRUED_INT_RECOVERY|WAIVED_ACCRUED_AMT|COLLATERAL_VALUE|CHARGE_OFF_TYPE|MODE_OF_OPER|PROVISION_AMT|DEFERRED_INT_AMT|HLDY_PERD_INT_AMT|EMICAP_DEFERRED_INT|CHRGOFF_NONPASTDUE_FLG|BANK_ID|ACCRUED_PENAL_INT_RECOVERY|PENAL_INT_RECOVERY|COLL_INT_RECOVERY|COLL_PENAL_INT_RECOVERY
012963885|Y|N|2019-08-22 00:00:00.0|9,861|0|9,861|0|2018-03-28 00:00:00.0|0|0.4|09575|2019-08-22 14:47:03.0|10749|2018-03-28 16:35:21.0|523|2|0|0|140,000|F|C|0|0|0|0||01|0|0|4,574|151
012970489|Y|N||0|0|0|0|2018-03-28 00:00:00.0|47,341.48|0|C10102|2019-08-23 03:33:01.0|10749|2018-03-28 16:35:34.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
012910314|Y|N||0|0|0|0|2018-03-28 00:00:00.0|90,277.56|0|C10102|2019-08-23 03:32:59.0|10749|2018-03-28 16:35:45.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
012972029|Y|N||0|0|0|0|2018-03-28 00:00:00.0|8,322.53|0|C10102|2019-08-23 03:32:37.0|10749|2018-03-28 16:35:55.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
012972016|Y|N||0|0|0|0|2018-03-28 00:00:00.0|0|0|00964|2018-05-22 12:45:20.0|10749|2018-03-28 16:36:04.0|58||0|0|0|||0|0|0|0||01|0|0|3,961|0
013024241|Y|N||0|0|0|0|2018-03-28 00:00:00.0|50,736.96|0|C10102|2019-08-23 03:33:01.0|10749|2018-03-28 16:36:12.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
013081561|Y|N||0|0|0|0|2018-03-28 00:00:00.0|59,729.65|0|C10102|2019-08-23 03:33:01.0|10749|2018-03-28 16:36:23.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
013093815|Y|N||0|0|0|0|2018-03-28 00:00:00.0|576,581.75|0|C10102|2019-08-23 03:32:07.0|10749|2018-03-28 16:36:33.0|517||0|0|0|||0|0|0|0||01|0|0|556,745|25,818
013196414|Y|N||0|0|0|0|2018-03-28 00:00:00.0|146,215.21|0|C10102|2019-08-23 03:32:44.0|10749|2018-03-28 16:36:53.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
013331634|Y|N||0|0|0|0|2018-03-28 00:00:00.0|81,322.36|0|C10102|2019-08-23 03:32:50.0|10749|2018-03-28 16:37:01.0|514||0|0|0|||0|0|0|0||01|0|0|110,502|4,334
013350067|Y|N||0|0|0|0|2018-03-28 00:00:00.0|228,327.98|0|C10102|2019-08-23 03:32:50.0|10749|2018-03-28 16:37:10.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
014432837|Y|N||0|0|0|0|2018-03-28 00:00:00.0|13,397.15|0|C10102|2019-08-23 03:32:57.0|10749|2018-03-28 16:37:18.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
014456730|Y|N||0|0|0|0|2018-03-28 00:00:00.0|26,285.85|0|C10102|2019-08-23 03:32:57.0|10749|2018-03-28 16:37:28.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
014484736|Y|N||0|0|0|0|2018-03-28 00:00:00.0|10,333.48|0|C10102|2019-08-23 03:32:57.0|10749|2018-03-28 16:37:38.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
013305051|Y|N||0|0|0|0|2018-03-28 00:00:00.0|1,998.39|0|C10102|2019-08-23 03:33:41.0|04907|2018-03-28 18:53:13.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
011859784|Y|N||0|0|0|0|2018-03-28 00:00:00.0|8,233.21|0|C10102|2019-08-23 03:31:58.0|04907|2018-03-28 18:53:23.0|515||0|0|0|||0|0|0|0||01|0|0|3,772.6|0
013358101|Y|N||0|0|0|0|2018-03-28 00:00:00.0|125,421.06|0|C10102|2019-08-23 03:33:41.0|04907|2018-03-28 18:53:31.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
013365428|Y|N|2018-10-11 00:00:00.0|538,782|71,522|538,782|0|2018-03-28 00:00:00.0|71,522|-1.03|11536|2018-10-11 14:48:10.0|04907|2018-03-28 18:53:39.0|219|2|0|0|0|F|C|0|0|0|0||01|0|0|59,399|30,522
013357922|Y|N|2018-09-29 00:00:00.0|54,648|19,199|54,648|0|2018-03-28 00:00:00.0|19,199|0.22|06422|2018-09-29 20:44:47.0|04907|2018-03-28 18:53:49.0|194|2|0|0|0|F|C|0|0|0|4,981||01|0|0|0|0
013350948|Y|N||0|0|0|0|2018-03-28 00:00:00.0|72,140.93|0|C10102|2019-08-23 03:33:12.0|04907|2018-03-28 18:53:59.0|515||0|0|0|||0|0|0|0||01|0|0|0|10,170
013397649|Y|N||0|0|0|0|2018-03-28 00:00:00.0|1,964.92|0|C10102|2019-08-23 03:32:56.0|04907|2018-03-28 18:54:10.0|519||0|0|0|||0|0|0|0||01|0|0|1,926.34|3,814
013374474|Y|N|2018-11-30 00:00:00.0|276,275|46,657|276,275|0|2018-03-28 00:00:00.0|80,189|-0.73|11536|2018-11-30 16:05:55.0|04907|2018-03-28 18:54:21.0|263|2|0|0|0|F|C|0|0|0|0||01|0|0|0|0
013359575|Y|N|2018-04-24 00:00:00.0|1,007,752|14,775|1,007,752|0|2018-04-24 00:00:00.0|14,775|0|11536|2018-04-24 18:34:49.0|10379|2018-04-24 17:47:27.0|6|2|0|0|1,895,600|F|C|0|0|0|0||01|0|0|0|0
013863321|Y|N||0|0|0|0|2018-03-28 00:00:00.0|65,282.63|0|C10102|2019-08-23 03:33:17.0|04907|2018-03-28 18:54:47.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
013383403|Y|N|2018-06-26 00:00:00.0|46,163|4,192|46,163|0|2018-03-28 00:00:00.0|4,192|-0.33|06422|2018-06-26 17:51:19.0|04907|2018-03-28 18:54:57.0|106||0|0|0|F|C|0|0|0|0||01|0|0|7,957|0
013396443|Y|N||0|0|0|0|2018-03-28 00:00:00.0|218,331.78|0|C10102|2019-08-23 03:33:41.0|04907|2018-03-28 18:55:08.0|513||0|0|0|||0|0|0|0||01|0|0|0|0
013667173|Y|N||0|0|0|0|2018-01-11 00:00:00.0|83,367.58|0|C10102|2019-08-23 03:34:41.0|04907|2018-01-11 17:04:19.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013678147|Y|N||0|0|0|0|2018-01-11 00:00:00.0|14,208.48|0|C10102|2019-08-23 03:33:41.0|04907|2018-01-11 17:04:25.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013679887|Y|N||0|0|0|0|2018-01-11 00:00:00.0|23,964.78|0|C10102|2019-08-23 03:33:41.0|04907|2018-01-11 17:04:32.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013679650|Y|N||0|0|0|0|2018-01-11 00:00:00.0|219.48|0|C10102|2019-08-23 03:33:41.0|04907|2018-01-11 17:04:38.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013679647|Y|N||0|0|0|0|2018-01-11 00:00:00.0|1,185.73|0|C10102|2019-08-23 03:33:41.0|04907|2018-01-11 17:04:46.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013685828|Y|N|2018-11-30 00:00:00.0|669,584|105,970.22|669,584|0|2018-01-11 00:00:00.0|105,970.22|-1.37|13711|2018-11-30 13:21:49.0|04907|2018-01-11 17:04:53.0|355|2|0|0|0|F|C|0|0|0|0||01|0|0|43,083|12,644.72
013693867|Y|N||0|0|0|0|2018-01-11 00:00:00.0|57,659.56|0|C10102|2019-08-23 03:34:19.0|04907|2018-01-11 17:05:07.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013713066|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|0.2|10379|2019-08-20 12:05:14.0|04907|2018-01-11 17:05:14.0|599||0|0|0|||0|0|0|0||01|0|0|54,225|0
013715264|Y|N||0|0|0|0|2018-01-11 00:00:00.0|119.24|0|C10102|2019-08-23 03:33:41.0|04907|2018-01-11 17:05:19.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013718002|Y|N|2018-07-19 00:00:00.0|77,710.6|819|77,710.6|0|2018-01-11 00:00:00.0|0|-1.65|00654|2018-07-20 17:37:38.0|04907|2018-01-11 17:05:28.0|202|2|0|0|0|F|C|0|0|0|0||01|0|0|17,061|566
013719200|Y|N||0|0|0|0|2018-01-11 00:00:00.0|168.29|0|C10102|2019-08-23 03:33:41.0|04907|2018-01-11 17:05:35.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013718903|Y|N|2018-12-05 00:00:00.0|133,085|60,233|133,085|0|2018-01-11 00:00:00.0|47,000|1.23|13711|2018-12-05 12:27:11.0|04907|2018-01-11 17:05:43.0|350|2|0|0|0|F|C|0|0|0|0||01|0|0|34,403|963
013720289|Y|N||0|0|0|0|2018-01-11 00:00:00.0|44,041.52|0|C10102|2019-08-23 03:34:27.0|04907|2018-01-11 17:05:49.0|593||0|0|0|||0|0|0|0||01|0|0|2,003|115
013720861|Y|N||0|0|0|0|2018-01-11 00:00:00.0|19,357.24|0|C10102|2019-08-23 03:33:41.0|04907|2018-01-11 17:05:55.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013720852|Y|N||0|0|0|0|2018-01-11 00:00:00.0|23,248.1|0|C10102|2019-08-23 03:33:41.0|04907|2018-01-11 17:06:01.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013687147|Y|N||0|0|0|0|2018-01-11 00:00:00.0|24.46|0|C10102|2019-08-23 03:32:48.0|04907|2018-01-11 17:06:08.0|591||0|0|0|||0|0|0|0||01|0|0|11|154
013585875|Y|N||0|0|0|0|2018-01-11 00:00:00.0|83,324.65|0|C10102|2019-08-23 03:33:44.0|04907|2018-01-11 17:06:15.0|591||0|0|0|||0|0|0|0||01|0|0|93,703|4,183
013687093|Y|N||0|0|0|0|2018-01-11 00:00:00.0|194,320.03|0|C10102|2019-08-23 03:35:16.0|04907|2018-01-11 17:06:22.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013720882|Y|N||0|0|0|0|2018-01-11 00:00:00.0|195,747.47|0|C10102|2019-08-23 03:34:19.0|04907|2018-01-11 17:06:28.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013712739|Y|N||0|0|0|0|2018-01-11 00:00:00.0|80,917.61|0|C10102|2019-08-23 03:31:56.0|04907|2018-01-11 17:06:33.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013721825|Y|N|2018-09-20 00:00:00.0|697,538|198,887|697,538|0|2018-01-11 00:00:00.0|198,887|-0.9|11536|2018-09-20 11:09:44.0|04907|2018-01-11 17:06:41.0|269|2|0|0|0|F|C|0|0|0|0||01|0|0|0|0
013686709|Y|N||0|0|0|0|2018-01-11 00:00:00.0|293,153.26|0|C10102|2019-08-23 03:34:20.0|04907|2018-01-11 17:06:48.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013747535|Y|N|2018-11-30 00:00:00.0|62,446|35,074|62,446|0|2018-01-11 00:00:00.0|35,074|-1.52|00654|2018-11-30 17:18:27.0|04907|2018-01-11 17:06:54.0|344|2|0|0|0|F|C|0|0|0|0||01|0|0|16,335|0
013741141|Y|N||0|0|0|0|2018-01-11 00:00:00.0|67,649.62|0|C10102|2019-08-23 03:33:20.0|04907|2018-01-11 17:07:02.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013758127|Y|N||0|0|0|0|2018-01-11 00:00:00.0|176,494.65|0|C10102|2019-08-23 03:33:00.0|04907|2018-01-11 17:07:09.0|599||0|0|0|||0|0|0|0||01|0|0|11,726.37|441
013754723|Y|N||0|0|0|0|2018-01-11 00:00:00.0|64,643.27|0|C10102|2019-08-23 03:32:16.0|04907|2018-01-11 17:07:17.0|596||0|0|0|||0|0|0|0||01|0|0|9,114|278
013757441|Y|N||0|0|0|0|2018-01-11 00:00:00.0|21,504.08|0|C10102|2019-08-23 03:33:41.0|04907|2018-01-11 17:07:24.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013757395|Y|N||0|0|0|0|2018-01-11 00:00:00.0|27,543.94|0|C10102|2019-08-23 03:33:41.0|04907|2018-01-11 17:07:31.0|590||0|0|0|||0|0|0|0||01|0|0|1,207|156
013760070|Y|N||0|0|0|0|2018-01-11 00:00:00.0|31,982.62|0|C10102|2019-08-23 03:34:08.0|04907|2018-01-11 17:07:39.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013780326|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|1.42|10379|2019-08-20 12:05:16.0|04907|2018-01-11 17:07:49.0|603||0|0|0|||0|0|0|0||01|0|0|88,227|202
013798200|Y|N||0|0|0|0|2018-01-11 00:00:00.0|41,647.17|0|C10102|2019-08-23 03:36:33.0|04907|2018-01-11 17:08:00.0|589||0|0|0|||0|0|0|0||01|0|0|1,923|16
013797354|Y|N||0|0|0|0|2018-01-11 00:00:00.0|42,592.08|0|C10102|2019-08-23 03:34:42.0|04907|2018-01-11 17:08:08.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013796548|Y|N||0|0|0|0|2018-01-11 00:00:00.0|118,986.21|0|C10102|2019-08-23 03:34:24.0|04907|2018-01-11 17:08:17.0|592||0|0|0|||0|0|0|0||01|0|0|16,303|3,506
013799450|Y|N||0|0|0|0|2018-01-11 00:00:00.0|7,536.72|0|C10102|2019-08-23 03:33:42.0|04907|2018-01-11 17:08:23.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013742193|Y|N|2019-07-04 00:00:00.0|457,027|199,986|457,027|0|2018-01-11 00:00:00.0|199,986|0.18|00654|2019-07-04 15:48:42.0|04907|2018-01-11 17:08:30.0|566|2|0|0|0|F|C|0|0|0|51,454||01|0|0|59,821|0
013745296|Y|N||0|0|0|0|2018-01-11 00:00:00.0|18,069.86|0|C10102|2019-08-23 03:33:41.0|04907|2018-01-11 17:08:39.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013757518|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|0|03061|2018-01-25 12:28:15.0|04907|2018-01-11 17:08:47.0|20||0|0|0|||0|0|0|0||01|0|0|39,441|439
013830656|Y|N||0|0|0|0|2018-01-11 00:00:00.0|12,777.1|0|C10102|2019-08-23 03:33:42.0|04907|2018-01-11 17:08:55.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013836069|Y|N|2018-01-31 00:00:00.0|6,811|744|6,811|0|2018-01-11 00:00:00.0|744|-0.1|11536|2018-01-31 12:47:40.0|04907|2018-01-11 17:09:07.0|28||0|0|0|F|C|0|0|0|0||01|0|0|8,669|119
013834720|Y|N||0|0|0|0|2018-01-11 00:00:00.0|96,990.26|0|C10102|2019-08-23 03:34:06.0|04907|2018-01-11 17:09:15.0|590||0|0|0|||0|0|0|0||01|0|0|2,199|2,102
013834446|Y|N||0|0|0|0|2018-01-11 00:00:00.0|23,283.25|0|C10102|2019-08-23 03:33:42.0|04907|2018-01-11 17:09:24.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013836474|Y|N||0|0|0|0|2018-01-11 00:00:00.0|52,675.22|0|C10102|2019-08-23 03:34:20.0|04907|2018-01-11 17:09:33.0|606||0|0|0|||0|0|0|0||01|0|0|3,693|275
014174167|Y|N||0|0|0|0|2018-01-11 00:00:00.0|31,202.92|0|C10102|2019-08-23 03:34:40.0|04907|2018-01-11 17:09:42.0|595||0|0|0|||0|0|0|0||01|0|0|0|0
013845036|Y|N||0|0|0|0|2018-01-11 00:00:00.0|25,946.58|0|C10102|2019-08-23 03:33:42.0|04907|2018-01-11 17:09:53.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013851664|Y|N||0|0|0|0|2018-01-11 00:00:00.0|91,655.24|0|C10102|2019-08-23 03:33:05.0|04907|2018-01-11 17:10:08.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013852752|Y|N||0|0|0|0|2018-01-11 00:00:00.0|17,317.21|0|C10102|2019-08-23 03:33:42.0|04907|2018-01-11 17:10:19.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013853080|Y|N||0|0|0|0|2018-01-11 00:00:00.0|370,673.84|0|C10102|2019-08-23 03:34:35.0|04907|2018-01-11 17:10:28.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013914652|Y|N||0|0|0|0|2018-01-11 00:00:00.0|22,450.72|0|C10102|2019-08-23 03:33:42.0|04907|2018-01-11 17:10:36.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013913924|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|-0.32|10379|2019-07-30 10:14:29.0|04907|2018-01-11 17:10:45.0|574||0|0|0|||0|0|0|0||01|0|0|22,199|22
014317919|Y|N||0|0|0|0|2018-01-11 00:00:00.0|149,777.45|0|C10102|2019-08-23 03:33:22.0|04907|2018-01-11 17:10:53.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013926802|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|0.06|10379|2019-07-30 10:23:18.0|04907|2018-01-11 17:11:04.0|572||0|0|0|||0|0|0|0||01|0|0|133,070|0
013926656|Y|N||0|0|0|0|2018-01-11 00:00:00.0|66,442.88|-0.32|C10102|2019-08-23 03:33:17.0|04907|2018-01-11 17:11:15.0|604||0|0|0|||0|0|0|0||01|0|0|168,180|0
013936098|Y|N||0|0|0|0|2018-01-11 00:00:00.0|185,605.02|0|C10102|2019-08-23 03:33:13.0|04907|2018-01-11 17:11:24.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013964698|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|0|00654|2019-01-25 12:34:39.0|04907|2018-01-11 17:11:32.0|398||0|0|0|||0|0|0|0||01|0|0|81,638|15,992
013964750|Y|N||0|0|0|0|2018-01-11 00:00:00.0|69,671.82|0|C10102|2019-08-23 03:32:52.0|04907|2018-01-11 17:11:40.0|590||0|0|0|||0|0|0|0||01|0|0|5,300|914
013970021|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|-0.2|10379|2019-07-30 10:23:24.0|04907|2018-01-11 17:11:47.0|572||0|0|0|||0|0|0|0||01|0|0|53,717|0
013968372|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|-0.94|10379|2019-08-20 12:06:36.0|04907|2018-01-11 17:11:55.0|601||0|0|0|||0|0|0|0||01|0|0|39,806|66
013966109|Y|N||0|0|0|0|2018-01-11 00:00:00.0|54,364.88|0|C10102|2019-08-23 03:35:39.0|04907|2018-01-11 17:12:05.0|587||0|0|0|||0|0|0|0||01|0|0|2,467|0
013996419|Y|N||0|0|0|0|2018-01-11 00:00:00.0|155,393.35|0|C10102|2019-08-23 03:34:42.0|04907|2018-01-11 17:12:14.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013977194|Y|N||0|0|0|0|2018-01-11 00:00:00.0|30,529.47|0|C10102|2019-08-23 03:33:42.0|04907|2018-01-11 17:12:23.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013980940|Y|N||0|0|0|0|2018-01-11 00:00:00.0|7,721.41|0|C10102|2019-08-23 03:33:09.0|04907|2018-01-11 17:12:32.0|595||0|0|0|||0|0|0|0||01|0|0|2,662|88
013996406|Y|N||0|0|0|0|2018-01-11 00:00:00.0|137,741.77|0|C10102|2019-08-23 03:32:18.0|04907|2018-01-11 17:12:40.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
013998364|Y|N||0|0|0|0|2018-01-11 00:00:00.0|24,226.42|0|C10102|2019-08-23 03:35:39.0|04907|2018-01-11 17:12:48.0|586||0|0|0|||0|0|0|0||01|0|0|0|0
013997875|Y|N|2019-06-29 00:00:00.0|57,891|61,928|57,891|0|2018-01-11 00:00:00.0|21,632|-0.57|11322|2019-06-29 19:56:35.0|04907|2018-01-11 17:12:56.0|562|2|0|0|0|F|C|0|0|0|0||01|0|0|14,821|1,381
014009986|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|-0.31|10379|2019-07-30 10:27:11.0|04907|2018-01-11 17:13:05.0|572||0|0|0|||0|0|0|0||01|0|0|90,296|0
014012878|Y|N||0|0|0|0|2018-01-11 00:00:00.0|54,944.55|1.21|C10102|2019-08-23 03:33:57.0|04907|2018-01-11 17:13:14.0|604||0|0|0|||0|0|0|0||01|0|0|157,770|0
014012842|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|-0.3|10379|2019-07-30 10:23:19.0|04907|2018-01-11 17:13:21.0|572||0|0|0|||0|0|0|0||01|0|0|70,772|0
014018125|Y|N||0|0|0|0|2018-01-11 00:00:00.0|139,056.23|0|C10102|2019-08-23 03:32:18.0|04907|2018-01-11 17:13:29.0|591||0|0|0|||0|0|0|0||01|0|0|6,069|101
014018389|Y|N||0|0|0|0|2018-01-11 00:00:00.0|134,324.25|0|C10102|2019-08-23 03:37:21.0|04907|2018-01-11 17:13:36.0|586||0|0|0|||0|0|0|0||01|0|0|0|0
014095896|Y|N||0|0|0|0|2018-01-11 00:00:00.0|279,595.51|0|C10102|2019-08-23 03:34:21.0|04907|2018-01-11 17:13:44.0|596||0|0|0|||0|0|0|0||01|0|0|16,105|525
014094983|Y|N||0|0|0|0|2018-01-11 00:00:00.0|28,857.6|0|C10102|2019-08-23 03:35:39.0|04907|2018-01-11 17:13:51.0|586||0|0|0|||0|0|0|0||01|0|0|0|0
014105183|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|-0.3|10379|2019-07-30 10:14:40.0|04907|2018-01-11 17:13:58.0|575||0|0|0|||0|0|0|0||01|0|0|16,644|258
014108137|Y|N||0|0|0|0|2018-01-11 00:00:00.0|48,518.96|0|C10102|2019-08-23 03:33:16.0|04907|2018-01-11 17:14:07.0|605||0|0|0|||0|0|0|0||01|0|0|16,614|3,400
014115296|Y|N||0|0|0|0|2018-01-11 00:00:00.0|117,025.71|0|C10102|2019-08-23 03:37:07.0|04907|2018-01-11 17:14:14.0|587||0|0|0|||0|0|0|0||01|0|0|4,290|969
013973779|Y|N|2018-05-23 00:00:00.0|508,017.6|60,294|508,017.6|0|2018-01-11 00:00:00.0|0|0.75|00654|2018-05-23 16:21:55.0|04907|2018-01-11 17:14:23.0|147|2|0|0|0|F|C|0|0|0|0||01|0|0|74,995|0
014124236|Y|N||0|0|0|0|2018-01-11 00:00:00.0|186,875.56|0|C10102|2019-08-23 03:33:01.0|04907|2018-01-11 17:14:31.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
014138050|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|-0.43|10379|2019-07-30 10:14:41.0|04907|2018-01-11 17:15:00.0|572||0|0|0|||0|0|0|0||01|0|0|17,162|0
014168173|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|0|10379|2019-07-30 10:14:46.0|04907|2018-01-11 17:15:14.0|572||0|0|0|||0|0|0|0||01|0|0|41,121|0
014176175|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|0.37|10379|2019-07-30 10:23:34.0|04907|2018-01-11 17:15:24.0|572||0|0|0|||0|0|0|0||01|0|0|137,973|0
014183555|Y|N||0|0|0|0|2018-01-11 00:00:00.0|249,171.54|0|C10102|2019-08-23 03:34:21.0|04907|2018-01-11 17:15:35.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
014183123|Y|N|2018-07-17 00:00:00.0|802|96|802|0|2018-01-11 00:00:00.0|96|-0.85|06422|2018-07-17 21:18:29.0|04907|2018-01-11 17:15:44.0|205|2|0|0|0|F|C|0|0|0|0||01|0|0|7,767|100
014188082|Y|N||0|0|0|0|2018-01-11 00:00:00.0|99,445.4|0|C10102|2019-08-23 03:33:18.0|04907|2018-01-11 17:15:53.0|593||0|0|0|||0|0|0|0||01|0|0|22,300|991
014187408|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|-0.25|10379|2019-07-30 10:26:09.0|04907|2018-01-11 17:16:03.0|572||0|0|0|||0|0|0|0||01|0|0|144,959|0
014191283|Y|N||0|0|0|0|2018-01-11 00:00:00.0|174,487.42|0|C10102|2019-08-23 03:33:05.0|04907|2018-01-11 17:16:13.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
014191243|Y|N||0|0|0|0|2018-01-11 00:00:00.0|101,993.12|0|C10102|2019-08-23 03:33:05.0|04907|2018-01-11 17:16:22.0|591||0|0|0|||0|0|0|0||01|0|0|9,311|323
014196208|Y|N||0|0|0|0|2018-01-11 00:00:00.0|71,642.52|0|C10102|2019-08-23 03:33:14.0|04907|2018-01-11 17:16:31.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
014235544|Y|N||0|0|0|0|2018-01-11 00:00:00.0|61,239.82|0|C10102|2019-08-23 03:33:17.0|04907|2018-01-11 17:16:39.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
014238855|Y|N||0|0|0|0|2018-01-11 00:00:00.0|123,832.19|0|C10102|2019-08-23 03:32:19.0|04907|2018-01-11 17:16:47.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
014242382|Y|N||0|0|0|0|2018-01-11 00:00:00.0|953,798.75|0|C10102|2019-08-23 03:33:02.0|04907|2018-01-11 17:16:54.0|589||0|0|0|||0|0|0|0||01|0|0|0|0
014246796|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|-0.34|10379|2019-07-30 10:22:30.0|04907|2018-01-11 17:17:04.0|572||0|0|0|||0|0|0|0||01|0|0|75,951|141
014198341|Y|N|2018-11-05 00:00:00.0|415,187.3|122,347|415,187.3|0|2018-01-11 00:00:00.0|38,392.3|-3.07|11322|2018-11-05 16:54:34.0|04907|2018-01-11 17:17:11.0|313|2|0|0|0|F|C|0|0|0|0||01|0|0|62,063|2,654
014284736|Y|N|2018-08-16 00:00:00.0|12,930|17|12,930|0|2018-01-11 00:00:00.0|0|-1.49|00654|2018-08-16 15:52:45.0|04907|2018-01-11 17:17:20.0|246|2|0|0|46,220|F|C|0|0|0|0||01|0|0|15,619|386
014295793|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|0|04907|2018-02-26 21:51:00.0|04907|2018-01-11 17:17:30.0|65||0|0|0|||0|0|0|0||01|0|0|40,548|0
012226490|Y|N|2019-07-25 00:00:00.0|106,449|86,942|106,449|0|2018-01-11 00:00:00.0|86,942|1.59|10379|2019-07-25 16:03:01.0|04907|2018-01-11 17:17:38.0|586|2|0|0|2,070,000|F|C|0|0|0|0||01|0|0|26,667|0
014350998|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|0|10379|2018-02-13 13:59:53.0|04907|2018-01-11 17:17:46.0|39||0|0|0|||0|0|0|0||01|0|0|21,058|0
014351002|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|0|10379|2018-02-13 14:01:12.0|04907|2018-01-11 17:17:56.0|36||0|0|0|||0|0|0|0||01|0|0|45,412|0
014353203|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|0|10379|2018-02-13 14:02:14.0|04907|2018-01-11 17:18:05.0|37||0|0|0|||0|0|0|0||01|0|0|6,726|0
014353212|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|0|10379|2018-02-13 14:02:50.0|04907|2018-01-11 17:18:14.0|36||0|0|0|||0|0|0|0||01|0|0|46,362|0
014355669|Y|N||0|0|0|0|2018-01-11 00:00:00.0|0|0|10379|2018-02-13 14:03:36.0|04907|2018-01-11 17:18:22.0|36||0|0|0|||0|0|0|0||01|0|0|38,708|0
